Kode Wilayah;Provinsi;Kabupaten Kota;Komoditas ;Tanggal;No;HET/HA ;Level 2 All
2101;Kepulauan Riau;Kab. Bintan;Minyak Goreng Sawit Curah;29/06/2026;2164;;15000
2101;Kepulauan Riau;Kab. Bintan;Minyak Goreng Sawit Kemasan Premium;30/06/2026;2165;;
2101;Kepulauan Riau;Kab. Bintan;Minyak Goreng Sawit Kemasan Premium;29/06/2026;2165;;23000
2101;Kepulauan Riau;Kab. Bintan;Minyakita;30/06/2026;2166;15700;
2101;Kepulauan Riau;Kab. Bintan;Minyakita;29/06/2026;2166;15700;15700
2101;Kepulauan Riau;Kab. Bintan;Telur Ayam Ras;30/06/2026;2167;30000;
2101;Kepulauan Riau;Kab. Bintan;Telur Ayam Ras;29/06/2026;2167;30000;32000
2101;Kepulauan Riau;Kab. Bintan;Tepung Terigu;30/06/2026;2168;;
2101;Kepulauan Riau;Kab. Bintan;Tepung Terigu;29/06/2026;2168;;14000
2102;Kepulauan Riau;Kab. Karimun;Bawang Merah;30/06/2026;2169;41500;
2102;Kepulauan Riau;Kab. Karimun;Bawang Merah;29/06/2026;2169;41500;40666,67
2102;Kepulauan Riau;Kab. Karimun;Bawang Putih Honan;30/06/2026;2170;38000;
2102;Kepulauan Riau;Kab. Karimun;Bawang Putih Honan;29/06/2026;2170;38000;26666,67
2102;Kepulauan Riau;Kab. Karimun;Beras Medium;30/06/2026;2171;14000;
2102;Kepulauan Riau;Kab. Karimun;Beras Medium;29/06/2026;2171;14000;14050
2102;Kepulauan Riau;Kab. Karimun;Beras Premium;30/06/2026;2172;15400;
2102;Kepulauan Riau;Kab. Karimun;Beras Premium;29/06/2026;2172;15400;15800
2102;Kepulauan Riau;Kab. Karimun;Cabai Merah Keriting;30/06/2026;2173;55000;
2102;Kepulauan Riau;Kab. Karimun;Cabai Merah Keriting;29/06/2026;2173;55000;61333,33
2102;Kepulauan Riau;Kab. Karimun;Cabai Rawit Merah;30/06/2026;2174;57000;
2102;Kepulauan Riau;Kab. Karimun;Cabai Rawit Merah;29/06/2026;2174;57000;66000
2102;Kepulauan Riau;Kab. Karimun;Daging Ayam Ras;30/06/2026;2175;40000;
2102;Kepulauan Riau;Kab. Karimun;Daging Ayam Ras;29/06/2026;2175;40000;43000
2102;Kepulauan Riau;Kab. Karimun;Daging Sapi Paha Belakang;30/06/2026;2176;140000;
2102;Kepulauan Riau;Kab. Karimun;Daging Sapi Paha Belakang;29/06/2026;2176;140000;180000
2102;Kepulauan Riau;Kab. Karimun;Garam Halus;30/06/2026;2177;;
2102;Kepulauan Riau;Kab. Karimun;Garam Halus;29/06/2026;2177;;10000
2102;Kepulauan Riau;Kab. Karimun;Gula Pasir Curah;30/06/2026;2178;17500;
2102;Kepulauan Riau;Kab. Karimun;Gula Pasir Curah;29/06/2026;2178;17500;15250
2102;Kepulauan Riau;Kab. Karimun;Minyak Goreng Sawit Kemasan Premium;30/06/2026;2179;;
2102;Kepulauan Riau;Kab. Karimun;Minyak Goreng Sawit Kemasan Premium;29/06/2026;2179;;23250
2102;Kepulauan Riau;Kab. Karimun;Minyakita;30/06/2026;2180;15700;
2102;Kepulauan Riau;Kab. Karimun;Minyakita;29/06/2026;2180;15700;15500
2102;Kepulauan Riau;Kab. Karimun;Telur Ayam Ras;30/06/2026;2181;30000;
2102;Kepulauan Riau;Kab. Karimun;Telur Ayam Ras;29/06/2026;2181;30000;28000
2102;Kepulauan Riau;Kab. Karimun;Tepung Terigu;30/06/2026;2182;;
2102;Kepulauan Riau;Kab. Karimun;Tepung Terigu;29/06/2026;2182;;10750
2103;Kepulauan Riau;Kab. Natuna;Bawang Merah;30/06/2026;2183;41500;
2103;Kepulauan Riau;Kab. Natuna;Bawang Merah;29/06/2026;2183;41500;52666,67
2103;Kepulauan Riau;Kab. Natuna;Bawang Putih Honan;30/06/2026;2184;38000;
2103;Kepulauan Riau;Kab. Natuna;Bawang Putih Honan;29/06/2026;2184;38000;32333,33
2103;Kepulauan Riau;Kab. Natuna;Beras Premium;30/06/2026;2185;15400;
2103;Kepulauan Riau;Kab. Natuna;Beras Premium;29/06/2026;2185;15400;16000
2103;Kepulauan Riau;Kab. Natuna;Cabai Merah Keriting;30/06/2026;2186;55000;
2103;Kepulauan Riau;Kab. Natuna;Cabai Merah Keriting;29/06/2026;2186;55000;55000
2103;Kepulauan Riau;Kab. Natuna;Cabai Rawit Merah;30/06/2026;2187;57000;
2103;Kepulauan Riau;Kab. Natuna;Cabai Rawit Merah;29/06/2026;2187;57000;55000
2103;Kepulauan Riau;Kab. Natuna;Daging Ayam Ras;30/06/2026;2188;40000;
2103;Kepulauan Riau;Kab. Natuna;Daging Ayam Ras;29/06/2026;2188;40000;42000
2103;Kepulauan Riau;Kab. Natuna;Daging Sapi Paha Belakang;30/06/2026;2189;140000;
2103;Kepulauan Riau;Kab. Natuna;Daging Sapi Paha Belakang;29/06/2026;2189;140000;150000
2103;Kepulauan Riau;Kab. Natuna;Garam Halus;30/06/2026;2190;;
2103;Kepulauan Riau;Kab. Natuna;Garam Halus;29/06/2026;2190;;8666,67
2103;Kepulauan Riau;Kab. Natuna;Gula Pasir Curah;30/06/2026;2191;17500;
2103;Kepulauan Riau;Kab. Natuna;Gula Pasir Curah;29/06/2026;2191;17500;17000
2103;Kepulauan Riau;Kab. Natuna;Minyak Goreng Sawit Curah;30/06/2026;2192;;
2103;Kepulauan Riau;Kab. Natuna;Minyak Goreng Sawit Curah;29/06/2026;2192;;15000
2103;Kepulauan Riau;Kab. Natuna;Minyak Goreng Sawit Kemasan Premium;30/06/2026;2193;;
2103;Kepulauan Riau;Kab. Natuna;Minyak Goreng Sawit Kemasan Premium;29/06/2026;2193;;23000
2103;Kepulauan Riau;Kab. Natuna;Minyakita;30/06/2026;2194;15700;
2103;Kepulauan Riau;Kab. Natuna;Minyakita;29/06/2026;2194;15700;15700
2103;Kepulauan Riau;Kab. Natuna;Telur Ayam Ras;30/06/2026;2195;30000;
2103;Kepulauan Riau;Kab. Natuna;Telur Ayam Ras;29/06/2026;2195;30000;31333,33
2103;Kepulauan Riau;Kab. Natuna;Tepung Terigu;30/06/2026;2196;;
2103;Kepulauan Riau;Kab. Natuna;Tepung Terigu;29/06/2026;2196;;14000
2104;Kepulauan Riau;Kab. Lingga;Bawang Merah;30/06/2026;2197;41500;
2104;Kepulauan Riau;Kab. Lingga;Bawang Merah;29/06/2026;2197;41500;40000
2104;Kepulauan Riau;Kab. Lingga;Bawang Putih Honan;30/06/2026;2198;38000;
2104;Kepulauan Riau;Kab. Lingga;Bawang Putih Honan;29/06/2026;2198;38000;30666,67
2104;Kepulauan Riau;Kab. Lingga;Beras Premium;30/06/2026;2199;15400;
2104;Kepulauan Riau;Kab. Lingga;Beras Premium;29/06/2026;2199;15400;15333,333333333
2104;Kepulauan Riau;Kab. Lingga;Cabai Merah Keriting;30/06/2026;2200;55000;
2104;Kepulauan Riau;Kab. Lingga;Cabai Merah Keriting;29/06/2026;2200;55000;59333,33
2104;Kepulauan Riau;Kab. Lingga;Cabai Rawit Merah;30/06/2026;2201;57000;
2104;Kepulauan Riau;Kab. Lingga;Cabai Rawit Merah;29/06/2026;2201;57000;88333,33
2104;Kepulauan Riau;Kab. Lingga;Daging Ayam Ras;30/06/2026;2202;40000;
2104;Kepulauan Riau;Kab. Lingga;Daging Ayam Ras;29/06/2026;2202;40000;45000
